NOMBRE,FECHA NACIMIENTO,PIERNA,LUGAR NACIMIENTO,POSICIÓN,MINUTOS JUGADOS,PARTIDOS JUGADOS,LIGA,EQUIPO,OPONENTES SUPERADOS POR 90,BALONES ATRAPADOS,PARADAS REALIZADAS,TIROS SALVADOS,OPONENTES SUPERADOS POR PARADA,TOTAL TIROS ENFRENTADOS,VALOR AÑADIDO PARADAS,SAQUES PUERTA EXITOSOS,OPONENTES SUPERADOS POR SAQUE,OPORTUNIDADES NEUTRALIZADAS,TOQUES DEFENSIVOS ÁREA PROPIA,DUELOS TERRESTRES GANADOS,DUELOS TERRESTRES PERDIDOS,DUELOS AÉREOS GANADOS,DUELOS AÉREOS PERDIDOS,INTERCEPCIONES,BLOQUEOS,RECUPERACIONES BALONES SUELTOS,DESPEJES CABEZA,TOQUES DEFENSIVOS PRIMER TERCIO,RECUPERACIONES PRIMER TERCIO,NÚMERO PRESIONES,TOQUES DEFENSIVOS SIN POSESIÓN,TOQUES TRANSICIÓN DEFENSIVA,RECUPERACIONES SIN POSESIÓN,RECUPERACIONES TRANSICIÓN DEFENSIVA,RECUPERACIONES EN ÚLTIMO TERCIO,VALOR AÑADIDO BLOQUEOS,RECUPERACIONES COMO CENTRAL,RECUPERACIONES COMO LATERAL DERECHO,RECUPERACIONES COMO LATERAL IZQUIERDO,VALOR INTERCEPCIONES EQUIPO,PASES DESDE PRIMER TERCIO,TOQUES DEFENSIVOS EN DUELOS,DUELOS DEFENSIVOS GANADOS,TOQUES DEFENSIVOS CARRIL CENTRAL,OPONENTES SUPERADOS/90,DEFENSORES SUPERADOS POR 90,OPONENTES SUPERADOS POR REGATE,REGATES EXITOSOS,OPONENTES SUPERADOS AL RECIBIR,NÚMERO OPONENTES SUPERADOS AL RECIBIR,TOQUES EN ÚLTIMO TERCIO,TOQUES OFENSIVOS ÁREA RIVAL,TOQUES EN POSESIÓN,TOQUES TRANSICIÓN OFENSIVA,DISPONIBILIDAD EN ÁREA,TOQUES PROTEGIENDO BALÓN,OPONENTES SUPERADOS EN POSESIÓN POR 90,OPONENTES SUPERADOS CONTRAATAQUE POR 90,DISTANCIA REGATE HACIA PORTERÍA,DISTANCIA CONDUCCIÓN HACIA PORTERÍA,TOTAL OPONENTES SUPERADOS,OPONENTES SUPERADOS PASE BAJO,OPONENTES SUPERADOS PASE DIAGONAL,OPONENTES SUPERADOS PASE ELEVADO,OPONENTES SUPERADOS PASE AÉREO CORTO,OPONENTES SUPERADOS DESDE TERCIO MEDIO,OPONENTES SUPERADOS HACIA ÚLTIMO TERCIO,TIROS A PORTERÍA,TIROS FUERA,TIROS BLOQUEADOS,TIROS EXITOSOS,TIROS LARGA DISTANCIA,TIROS MEDIA DISTANCIA,TIROS CORTA DISTANCIA,REMATES CABEZA,TIROS UNO CONTRA UNO,PENALTIS TIRADOS,TIROS LIBRES DIRECTOS,TIROS DENTRO ÁREA,TIROS DESDE ÚLTIMO TERCIO,XG POR TIROS,XG TIROS LEJANOS,XG TIROS MEDIA DISTANCIA,XG TIROS CERCANOS,XG REMATES CABEZA,XG PENALTIS,GOLES POR 90,GOLES TIRO LARGA DISTANCIA,GOLES TIRO MEDIA DISTANCIA,GOLES TIRO CORTA DISTANCIA,GOLES CABEZA,GOLES UNO CONTRA UNO,GOLES PENALTI,GOLES TIRO LIBRE,GOLES PUERTA VACÍA,GOLES DENTRO ÁREA,GOLES DESDE ÚLTIMO TERCIO,GOLES DESDE CARRIL CENTRAL,GOLES EN POSESIÓN POR 90,GOLES CONTRAATAQUE POR 90,GOLES JUGADA PARADA POR 90,PASES EXITOSOS POR 90,PASES FALLIDOS,PASES RASOS EXITOSOS,PASES DIAGONALES EXITOSOS,PASES ELEVADOS EXITOSOS,PASES AÉREOS CORTOS EXITOSOS,CENTROS ALTOS EXITOSOS,CENTROS RASOS EXITOSOS,CÓRNERS EXITOSOS,TIROS LIBRES EXITOSOS,PASES DESDE PRIMER TERCIO.1,PASES DESDE TERCIO MEDIO,PASES DESDE ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÁREA RIVAL,PASES EXITOSOS A MEDIAPUNTA,PASES EXITOSOS A MEDIOCENTRO,PASES EXITOSOS A BANDA DERECHA,PASES EXITOSOS A BANDA IZQUIERDA,PASES EXITOSOS A PIVOTE,PASES DESDE CARRIL CENTRAL,PASES HACIA CARRIL CENTRAL,PASES DESDE BANDA DERECHA,PASES HACIA BANDA DERECHA,PASES DESDE BANDA IZQUIERDA,PASES HACIA BANDA IZQUIERDA,PASES EN FASE POSESIÓN,PASES EN TRANSICIÓN OFENSIVA,PASES EN JUGADAS BALÓN PARADO,PASES EXITOSOS HACIA ÁREA,PASES EXITOSOS HACIA PRIMER TERCIO,PASES EXITOSOS HACIA TERCIO MEDIO,PASES DESDE LATERAL DERECHO POR 90,PASES DESDE DEFENSA CENTRAL POR 90,PASES DESDE LATERAL IZQUIERDO POR 90,ASISTENCIAS POR 90,ASISTENCIAS PASE RASO,ASISTENCIAS PASE DIAGONAL,ASISTENCIAS PASE ELEVADO,ASISTENCIAS PASE AÉREO CORTO,ASISTENCIAS CENTRO RASO,ASISTENCIAS CENTRO ALTO,ASISTENCIAS DESDE MEDIAPUNTA,ASISTENCIAS DESDE MEDIOCENTRO,ASISTENCIAS DESDE BANDA DERECHA,ASISTENCIAS DESDE BANDA IZQUIERDA,ASISTENCIAS DESDE ÚLTIMO TERCIO,ASISTENCIAS DESDE CARRIL CENTRAL,ASISTENCIAS DESDE BANDA DERECHA/90,ASISTENCIAS DESDE BANDA IZQUIERDA/90,XG CREADA CON PASES,OPONENTES SUPERADOS DESDE MEDIAPUNTA,OPONENTES SUPERADOS DESDE MEDIOCENTRO,OPONENTES SUPERADOS DESDE BANDA DERECHA,OPONENTES SUPERADOS DESDE BANDA IZQUIERDA,OPONENTES SUPERADOS HACIA MEDIAPUNTA,ASISTENCIAS POR CÓRNER,ASISTENCIAS CONTRAATAQUE,ASISTENCIAS EN POSESIÓN,ASISTENCIAS JUGADAS BALÓN PARADO,XG POST TIRO,XG DENTRO ÁREA,XG DESDE ÚLTIMO TERCIO,XG DESDE CARRIL CENTRAL,XG EN POSESIÓN,XG EN CONTRAATAQUE,XG EN JUGADAS BALÓN PARADO,CENTROCAMPISTAS SUPERADOS POR 90,DEFENSAS SUPERADOS PASE RASO,DEFENSAS SUPERADOS PASE DIAGONAL,DEFENSAS SUPERADOS PASE ELEVADO,DEFENSAS SUPERADOS REGATE,OPONENTES SUPERADOS EN POSESIÓN,OPONENTES SUPERADOS EN CONTRAATAQUE,NÚMERO JUGADAS NEUTRAS,NÚMERO JUGADAS REVERSIBLES,NÚMERO PÉRDIDAS,PÉRDIDAS CRÍTICAS POR 90,OPONENTES GANADOS RIVAL TRAS PÉRDIDA,COMPAÑEROS DESPOSICIONADOS TRAS PÉRDIDA,COMPAÑEROS BENEFICIADOS TRAS RECUPERACIÓN,OPONENTES ANULADOS TRAS RECUPERACIÓN,OPONENTES SUPERADOS JUGADAS BALÓN PARADO
MANDELA KEITA,2002-05-10,DERECHA,LEUVEN,MEDIOCENTRO DEFENSIVO,162,2.7314,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,32.620598,0,0,0,0.0,0,0,0,0.0,0,0,0,2.196698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125628,0,0,3.661163,0,2.819096,0,2.928931,17.390526,10.98349,0,0,0,0,0,0,0,0,0,0.0,0,0,1.830582,0.0,0,23.46769,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,45.76454,6.223978,0,0,0.0,0,0,0,0,0,0,33.316586,0,0,0,0,0,3.661163,1.098349,8.054559,16.84135,0,0,11.349606,3.295047,0,27.82484,13.180187,0,0,5.857861,29.655422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.790734,0,0,0.0,0,0,0,51.622402,17.207468,8.054559,0,7.780631,6.683344,29.403898,18.746986,0
ANTHONY VALENCIA,2003-07-21,IZQUIERDA,GUAYAQUIL,MEDIOCENTRO DEFENSIVO,18,0.1532,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,6.527241,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,21.539896,19.581724,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.528521,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,32.636208,6.527241,0,0,0.0,0,0,0,0,0,0,26.108965,0,0,0,0,0,0.0,0.0,6.527241,6.527241,0,0,6.527241,0.0,0,13.054482,19.581724,0,0,0.0,13.054482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.527241,0,0,0.0,0,0,0,39.16345,19.581724,13.054482,0,38.510723,9.790862,13.054482,13.054482,0
MAURICIO BENÍTEZ,2004-02-03,DERECHA,FLORENCIO VARELA,MEDIOCENTRO DEFENSIVO,158,2.6779,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,29.887457,0,0,0,0.0,0,0,0,0.0,0,0,0,2.61395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.348165,0,0,4.107636,0,6.422401,0,0.746843,26.850122,16.803965,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2.61395,0,21.098312,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.021841,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,35.848457,9.708958,0,0,2.987371,0,0,0,0,0,0,25.766079,0,0,0,0,0,4.854479,1.493686,6.721586,8.588694,0,0,13.443172,0.0,0,17.550808,13.443172,0,0,5.601322,22.031866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98839,0,0,1.344317,0,0,0,25.766079,14.190015,15.683701,0,19.723337,9.384418,15.177714,22.746593,0
KOBE CORBANIE,2005-05-10,DERECHA,SIN DATOS,MEDIOCENTRO DEFENSIVO,250,4.3631,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,17.120941,0,0,0,0.0,0,0,0,0.0,0,0,0,1.604372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125528,0,0,2.979548,0,2.566995,0,2.062764,26.197105,15.126937,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,8.549012,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.066913,0,0,0.066913,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,29.795483,4.58392,0,0,0.0,0,0,0,0,0,0,18.794073,0,0,0,0,0,1.375176,0.458392,4.354724,8.480252,0,0,10.084624,0.458392,0,15.356133,9.855429,0,0,4.813116,18.106485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.236599,0,0,0.0,0,0,0,21.77362,17.648092,8.480252,0,14.64551,9.192159,21.179089,15.747371,0
MILAN SMITS,2004-11-13,DERECHA,SIN DATOS,MEDIOCENTRO DEFENSIVO,52,0.432,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,7.872847,0,0,0,0.0,0,0,0,0.0,0,0,0,6.94377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62918,0,0,0.0,0,3.701956,0,0.0,9.25836,4.62918,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,6.485482,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,18.51672,2.31459,0,0,0.0,0,0,0,0,0,0,13.887541,0,0,0,0,0,0.0,0.0,0.0,4.62918,0,0,4.62918,2.31459,0,9.25836,9.25836,0,0,4.62918,11.57295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.707973,0,0,0.0,0,0,0,23.1459,6.94377,11.57295,0,12.7152,9.902974,9.813862,24.303196,0
SEMM RENDERS,2007-12-17,DERECHA,SIN DATOS,MEDIOCENTRO DEFENSIVO,12,0.0987,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,40.514977,0,0,0,0.0,0,0,0,0.0,0,0,0,10.128744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.128744,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,20.257488,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,20.257488,0.0,0,0,0.0,0,0,0,0,0,0,10.128744,0,0,0,0,0,20.257488,0.0,0.0,0.0,0,0,20.257488,0.0,0,20.257488,0.0,0,0,0.0,20.257488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.386232,0,0,0.0,0,0,0,20.257488,0.0,10.128744,0,0.010129,0.0,10.128744,0.010129,0
ANDREAS VERSTRAETEN,2006-01-10,IZQUIERDA,HERENTALS,MEDIOCENTRO DEFENSIVO,261,4.4269,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,26.654655,0,0,0,0.0,0,0,0,0.0,0,0,0,2.936572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.228485,0,0,6.324924,0,4.766508,0,2.258902,33.13831,21.233675,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,4.088612,0,14.434155,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.031299,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,40.208447,9.939167,0,0,2.936572,0,0,0,0,0,0,26.203259,0,0,0,0,0,2.710682,1.807121,4.066023,15.360531,0,0,7.454375,3.388352,0,20.104223,14.68286,0,0,7.228485,25.299698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.405708,0,0,1.626409,0,0,0,27.784489,23.040796,14.23108,0,21.60208,12.708081,28.278736,31.357393,0
YOUSSEF HAMDAOUI,2008-03-20,DERECHA,"ANTWERP, BELGIUM",MEDIOCENTRO DEFENSIVO,18,0.1484,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,49.851967,0,0,0,0.0,0,0,0,0.0,0,0,0,20.210257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.473504,0,0,0.0,0,13.473504,0,6.736752,64.67281,40.420513,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,26.947008,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,40.420513,6.736752,0,0,0.0,0,0,0,0,0,0,26.947008,0,0,0,0,0,6.736752,0.0,0.0,13.473504,0,0,20.210257,0.0,0,20.210257,20.210257,0,0,0.0,33.68376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.378464,0,0,0.0,0,0,0,20.210257,33.68376,13.473504,0,31.972628,10.509333,8.084103,10.778804,0
MAHAMADOU DOUMBIA,2004-05-15,DERECHA,SIN DATOS,MEDIOCENTRO DEFENSIVO,992,16.814,JUPILER PRO LEAGUE,ROYAL ANTWERPEN FC,31.863188,0,0,0,0.0,0,0,0,0.0,0,0,0,3.92529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.423203,0,0,5.174246,0,5.358271,0,5.174246,32.32417,20.161718,0,0,0,0,0,0,0,0,0,0.0,0,0,1.62959,2.224331,0,17.752956,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.096477,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.118948,0,0,40.620808,6.839521,0,0,1.070534,0,0,0,0,0,0,26.406498,0,0,0,0,0,3.390023,3.271075,5.114772,14.51168,0,0,6.54215,6.898995,0,21.113304,14.154835,0,0,6.958469,22.719105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.285898,0,0,0.701794,0,0,0,35.208664,23.849112,11.775871,0,19.517723,13.069342,20.964022,22.781017,0
SIEBE SCHRIJVERS,1996-07-18,DERECHA,PEER,MEDIOCENTRO DEFENSIVO,712,12.2944,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,26.630735,0,0,0,0.0,0,0,0,0.0,0,0,0,2.846824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.880269,0,0,4.636256,0,7.370386,0,2.60281,25.89796,13.583416,0,0,0,0,0,0,0,0,0,0.0,0,0,0.325351,3.953018,0,12.217104,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.269047,0,0,0.074054,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,32.128437,10.573916,0,0,1.301405,0,0,0,0,0,0,20.17178,0,0,0,0,0,2.358797,2.033445,2.684148,9.760538,0,0,8.459133,3.253513,0,12.770038,12.526024,0,0,5.20562,17.89432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9084,0,0,1.464081,0,0,0,27.98021,15.942212,15.535523,0,24.472971,11.863186,31.61707,32.954426,0
BIRGER VERSTRAETE,1994-04-16,DERECHA,OOSTENDE,MEDIOCENTRO DEFENSIVO,1195,20.2702,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,24.211653,0,0,0,0.0,0,0,0,0.0,0,0,0,2.417345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.265362,0,0,5.920028,0,3.798645,0,2.07201,16.561573,11.100052,0,0,0,0,0,0,0,0,0,0.0,0,0,1.465207,3.63095,0,14.183201,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.041715,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,32.708153,9.669378,0,0,1.430673,0,0,0,0,0,0,20.868097,0,0,0,0,0,2.22001,2.269344,3.256015,11.593388,0,0,7.745369,3.552016,0,17.85875,8.682707,0,0,6.364029,17.118746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21671,0,0,0.986671,0,0,0,31.376146,14.109399,13.221395,0,17.187536,11.367714,27.437452,24.673592,0
YOUSSEF MAZIZ,1998-06-24,DERECHA,THIONVILLE,MEDIOCENTRO DEFENSIVO,125,1.0404,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,25.18253,0,0,0,0.0,0,0,0,0.0,0,0,0,2.883496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961165,0,0,1.92233,0,2.499029,0,2.883496,52.47962,24.02913,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,5.766992,0,17.877674,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.279365,0,0,0.149028,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,30.757288,12.495148,0,0,3.844661,0,0,0,0,0,0,21.145636,0,0,0,0,0,4.805826,6.728157,3.844661,3.844661,0,0,6.728157,13.456313,0,17.300974,8.650487,0,0,0.961165,20.18447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.763111,0,0,0.961165,0,0,0,19.223305,27.873793,16.33981,0,30.590523,7.111469,5.767953,12.687381,0
WOUTER GEORGE,2002-03-03,DERECHA,LEUVEN,MEDIOCENTRO DEFENSIVO,120,1.0032,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,18.640686,0,0,0,0.0,0,0,0,0.0,0,0,0,3.987313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.984141,0,0,4.984141,0,7.376528,0,2.990484,34.29089,19.936563,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,10.067965,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.104733,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,31.8985,8.971454,0,0,0.0,0,0,0,0,0,0,14.952422,0,0,0,0,0,0.996828,2.990484,1.993656,6.977797,0,0,4.984141,4.984141,0,12.958766,13.955594,0,0,2.990484,19.936563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.566379,0,0,0.0,0,0,0,31.8985,19.936563,12.958766,0,29.836363,22.660593,29.944721,27.412775,0
WILLIAM BALIKWISHA,1999-05-12,DERECHA,BRUSSEL,MEDIOCENTRO DEFENSIVO,15,0.1287,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,3.884419,0,0,0,0.0,0,0,0,0.0,0,0,0,7.768837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,7.768837,0,0.0,0,7.768837,5.438186,7.768837,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,31.07535,7.768837,0,0,0.0,0,0,0,0,0,0,7.768837,0,0,0,0,0,0.0,0.0,0.0,7.768837,0,0,0.0,23.306513,0,0.0,7.768837,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,38.844185,15.537675,7.768837,0,7.761069,21.730991,2.330651,38.844185,0
MICKAËL BIRON,1997-08-26,DERECHA,DUCOS,MEDIOCENTRO DEFENSIVO,13,0.1103,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,7.250597,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9.063247,0,0.0,0,0.0,19.939142,27.18974,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,27.18974,9.063247,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,9.063247,0.0,9.063247,18.126493,0,0,9.063247,0.0,0,18.126493,9.063247,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.250597,0,0,0.0,0,0,0,9.063247,36.252987,9.063247,0,11.963486,19.576614,18.126493,36.252987,0
EZECHIEL BANZUZI,2005-02-16,DERECHA,SIN DATOS,MEDIOCENTRO DEFENSIVO,888,15.1159,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,24.374014,0,0,0,0.0,0,0,0,0.0,0,0,0,4.36626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.292436,0,0,3.969327,0,5.041091,0,4.035482,25.41117,15.215754,0,0,0,0,0,0,0,0,0,1.230976,0,0,0.330777,2.06405,0,11.431529,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.144422,0,0,0.022539,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,32.416172,7.938654,0,0,1.323109,0,0,0,0,0,0,19.317392,0,0,0,0,0,2.844684,3.175462,4.035482,7.144789,0,0,5.887835,7.938654,0,14.68651,11.841825,0,0,6.218612,16.075775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.445287,0,0,0.886483,0,0,0,26.528336,18.788149,12.172603,0,19.655308,8.524215,19.250175,26.674475,0
JOVAN MIJATOVIĆ,2005-07-11,IZQUIERDA,BELGRADE,MEDIOCENTRO DEFENSIVO,17,0.1453,JUPILER PRO LEAGUE,OUD-HEVERLEE LEUVEN,11.711086,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.761559,0,0,0.0,0,0.013762,0,6.88078,171.3314,55.046238,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,6.88078,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.452182,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,34.4039,6.88078,0,0,0.0,0,0,0,0,0,0,20.64234,0,0,0,0,0,6.88078,0.0,13.761559,6.88078,0,0,6.88078,6.88078,0,0.0,34.4039,0,0,6.88078,27.523119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.697326,0,0,0.0,0,0,0,41.28468,13.761559,13.761559,0,46.09916,2.06217,20.64234,27.523119,0
LAZARE AMANI,1998-03-07,DERECHA,DIÉGONÉFLA,MEDIOCENTRO DEFENSIVO,75,0.6219,JUPILER PRO LEAGUE,ROYALE UNION SAINT GILLOISE,26.563955,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215975,0,0,8.039938,0,10.516238,0,1.607988,16.562271,11.255913,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,12.381504,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,22.511826,12.8639,0,0,1.607988,0,0,0,0,0,0,11.255913,0,0,0,0,0,9.647925,0.0,1.607988,3.215975,0,0,14.471888,0.0,0,3.215975,14.471888,0,0,1.607988,8.039938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83174,0,0,0.0,0,0,0,9.647925,17.687862,16.079876,0,38.350502,11.646498,20.550081,57.726753,0
